time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-04 09:50:01.585025,28.14%,391.2MiB,0.00%,522.8MiB,1.81%,1.01GiB,0.32%,38.47MiB,1.67%,505.7MiB,77.99%,753.3MiB
2023-11-04 09:50:03.831051,11.30%,391MiB,0.00%,522.9MiB,2.96%,1.01GiB,0.14%,38.47MiB,3.27%,505.7MiB,153.26%,753.1MiB
2023-11-04 09:50:05.967548,5.46%,391MiB,1.95%,522.3MiB,16.37%,1.01GiB,0.26%,38.47MiB,3.22%,505.7MiB,26.09%,753.3MiB
2023-11-04 09:50:08.132398,7.30%,391MiB,0.23%,522.4MiB,3.96%,1.01GiB,0.13%,38.47MiB,4.22%,505.7MiB,36.12%,753.1MiB
2023-11-04 09:50:10.239368,6.68%,391MiB,3.38%,523MiB,18.35%,1.01GiB,0.12%,38.47MiB,1.66%,506.9MiB,53.69%,744.2MiB
2023-11-04 09:50:12.390367,14.23%,391MiB,1.13%,522.3MiB,1.76%,1.01GiB,0.21%,38.48MiB,3.14%,507MiB,67.36%,745.4MiB
2023-11-04 09:50:14.520411,6.61%,391MiB,1.32%,522.5MiB,3.09%,1.01GiB,0.12%,38.48MiB,1.49%,507MiB,28.03%,745MiB
2023-11-04 09:50:16.717108,6.66%,391MiB,3.77%,523.1MiB,2.18%,1.01GiB,0.14%,38.48MiB,1.60%,507MiB,54.30%,745.1MiB
2023-11-04 09:50:18.897104,25.03%,391.3MiB,0.00%,522.8MiB,1.63%,1.01GiB,0.13%,38.48MiB,3.23%,507.1MiB,32.37%,745.1MiB
2023-11-04 09:50:20.985297,45.27%,393.5MiB,1.40%,523.3MiB,6.09%,1.01GiB,0.14%,38.48MiB,4.41%,507.1MiB,60.00%,745.4MiB
2023-11-04 09:50:23.146094,5.25%,393.6MiB,0.45%,522.7MiB,3.45%,1.01GiB,0.13%,38.48MiB,1.54%,507.1MiB,44.25%,745.5MiB
2023-11-04 09:50:25.325563,7.95%,394.1MiB,0.81%,523MiB,2.07%,1.01GiB,0.13%,38.48MiB,1.52%,507.1MiB,25.21%,745.3MiB
2023-11-04 09:50:27.477311,8.59%,393.6MiB,0.67%,523.2MiB,1.55%,1.01GiB,0.16%,38.49MiB,3.32%,507.4MiB,17.49%,748.6MiB
2023-11-04 09:50:29.638034,17.02%,397.6MiB,6.10%,523.1MiB,12.40%,1.01GiB,0.13%,38.49MiB,1.68%,507.5MiB,21.01%,748.6MiB
2023-11-04 09:50:31.745227,19.61%,397.6MiB,0.00%,523.1MiB,2.62%,1.011GiB,0.13%,38.49MiB,2.06%,507.8MiB,18.51%,748.6MiB
2023-11-04 09:50:33.930528,4.76%,392MiB,0.00%,523.2MiB,0.75%,1.011GiB,0.12%,38.49MiB,2.02%,507.8MiB,10.93%,748.9MiB
2023-11-04 09:50:36.128665,19.41%,392.1MiB,1.06%,523.5MiB,10.03%,1.011GiB,0.22%,38.49MiB,3.21%,507.8MiB,39.42%,748.8MiB
2023-11-04 09:50:38.224037,5.51%,392.1MiB,0.48%,523.6MiB,2.35%,1.011GiB,0.13%,38.49MiB,3.74%,507.9MiB,27.37%,749.1MiB
2023-11-04 09:50:40.392705,5.55%,392.1MiB,1.50%,523.4MiB,2.04%,1.011GiB,0.13%,38.49MiB,1.48%,507.9MiB,27.11%,748.9MiB
2023-11-04 09:50:42.563078,6.50%,392.4MiB,0.50%,523.6MiB,6.29%,1.011GiB,0.19%,38.5MiB,3.11%,507.9MiB,34.92%,749.1MiB
2023-11-04 09:50:44.777338,4.85%,392.1MiB,2.25%,523.3MiB,2.34%,1.011GiB,0.13%,38.5MiB,1.65%,508.5MiB,19.55%,748.9MiB
2023-11-04 09:50:46.903834,23.60%,392.1MiB,0.00%,523.1MiB,5.03%,1.011GiB,0.14%,38.5MiB,1.73%,508.5MiB,12.42%,749.2MiB
2023-11-04 09:50:48.985059,5.19%,392.1MiB,0.00%,523.5MiB,1.37%,1.011GiB,0.14%,38.5MiB,1.68%,508.5MiB,25.70%,750MiB
2023-11-04 09:50:51.207564,7.98%,392.2MiB,2.50%,523.2MiB,2.46%,1.011GiB,0.14%,38.5MiB,5.60%,508.6MiB,43.12%,749.2MiB
2023-11-04 09:50:53.408931,11.08%,392.2MiB,0.40%,523.3MiB,2.22%,1.011GiB,0.15%,38.5MiB,2.30%,508.6MiB,42.97%,748.9MiB
2023-11-04 09:50:55.438148,6.40%,392.2MiB,2.75%,523.5MiB,2.00%,1.011GiB,0.13%,38.5MiB,1.52%,508.6MiB,41.97%,746.4MiB
2023-11-04 09:50:57.613600,5.30%,392.4MiB,0.60%,523.7MiB,1.75%,1.011GiB,0.46%,38.5MiB,3.46%,508.6MiB,53.13%,746.4MiB
2023-11-04 09:50:59.828508,9.64%,392.2MiB,4.46%,523.5MiB,12.81%,1.011GiB,0.18%,38.5MiB,1.67%,508.6MiB,22.24%,746.6MiB
2023-11-04 09:51:02.070714,6.61%,392.2MiB,0.00%,523.5MiB,1.18%,1.011GiB,0.14%,38.5MiB,4.58%,508.6MiB,114.83%,747.2MiB
2023-11-04 09:51:04.156968,11.26%,392.2MiB,0.00%,523.7MiB,0.46%,1.011GiB,0.12%,38.5MiB,1.38%,508.6MiB,92.08%,747.1MiB
2023-11-04 09:51:06.281056,10.75%,392.2MiB,0.73%,523.9MiB,4.47%,1.011GiB,0.18%,38.5MiB,8.43%,508.7MiB,50.43%,747.6MiB
2023-11-04 09:51:08.402066,13.81%,392.3MiB,0.99%,523.3MiB,3.91%,1.011GiB,0.13%,38.5MiB,2.96%,508.7MiB,86.19%,747.1MiB
2023-11-04 09:51:10.569070,5.45%,392.3MiB,0.73%,523.7MiB,6.52%,1.011GiB,0.13%,38.5MiB,3.44%,508.7MiB,53.77%,747.1MiB
2023-11-04 09:51:12.767093,7.00%,392.3MiB,0.45%,523.9MiB,5.70%,1.011GiB,0.21%,38.51MiB,2.28%,508.7MiB,65.62%,747.1MiB
2023-11-04 09:51:14.832603,4.80%,392.3MiB,1.95%,523.3MiB,3.23%,1.011GiB,0.18%,38.51MiB,1.43%,508.7MiB,55.81%,747.2MiB
2023-11-04 09:51:17.010918,38.56%,392.6MiB,0.27%,523.4MiB,7.31%,1.011GiB,0.15%,38.51MiB,1.86%,508.7MiB,54.23%,747.2MiB
2023-11-04 09:51:19.149534,4.76%,392.6MiB,0.00%,523.7MiB,3.24%,1.011GiB,0.18%,38.51MiB,1.61%,508.8MiB,65.27%,744.3MiB
