time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-02 16:10:25.882852,4.10%,357.5MiB,1.15%,524.1MiB,12.22%,1.009GiB,0.17%,34.58MiB,4.94%,514MiB,10.70%,657.9MiB
2023-11-02 16:10:28.119234,7.79%,357.7MiB,0.38%,524.2MiB,1.18%,1.009GiB,0.10%,34.58MiB,40.28%,520.7MiB,27.67%,658.6MiB
2023-11-02 16:10:30.449506,5.66%,357.5MiB,1.42%,523.8MiB,10.51%,1.009GiB,0.38%,34.58MiB,1.73%,520.7MiB,50.81%,669.8MiB
2023-11-02 16:10:32.524988,3.10%,357.5MiB,0.89%,524.2MiB,3.04%,1.009GiB,0.09%,34.58MiB,1.19%,520.8MiB,7.07%,670.1MiB
2023-11-02 16:10:35.049753,3.86%,357.5MiB,0.32%,524.4MiB,2.71%,1.009GiB,0.20%,34.58MiB,2.61%,521MiB,10.27%,667.5MiB
2023-11-02 16:10:37.304606,10.91%,357.5MiB,0.00%,523.7MiB,1.05%,1.009GiB,0.19%,34.58MiB,2.71%,521.4MiB,7.07%,682.2MiB
2023-11-02 16:10:39.447487,5.68%,357.6MiB,0.00%,523.9MiB,1.02%,1.009GiB,0.10%,34.58MiB,1.36%,521.5MiB,7.90%,682.9MiB
2023-11-02 16:10:41.737423,3.16%,357.6MiB,1.40%,524.5MiB,6.28%,1.009GiB,0.09%,34.58MiB,1.18%,521.5MiB,7.53%,683.3MiB
2023-11-02 16:10:43.920048,5.53%,357.6MiB,1.69%,523.8MiB,1.66%,1.009GiB,0.20%,34.59MiB,1.23%,521.6MiB,12.19%,684.5MiB
2023-11-02 16:10:46.105535,15.30%,357.6MiB,0.55%,523.9MiB,4.13%,1.009GiB,0.17%,34.59MiB,3.01%,521.8MiB,7.47%,674.7MiB
2023-11-02 16:10:48.297206,9.27%,357.6MiB,0.57%,524.3MiB,0.83%,1.009GiB,0.09%,34.59MiB,6.61%,522MiB,9.80%,674.9MiB
2023-11-02 16:10:50.575206,8.00%,357.9MiB,1.08%,524.3MiB,1.54%,1.009GiB,0.10%,34.59MiB,1.75%,522.1MiB,9.04%,675.4MiB
2023-11-02 16:10:52.748512,4.01%,357.7MiB,0.49%,523.9MiB,5.32%,1.009GiB,0.10%,34.59MiB,2.36%,522.1MiB,9.69%,660.4MiB
2023-11-02 16:10:54.918677,5.04%,357.9MiB,0.00%,524MiB,0.58%,1.009GiB,0.14%,34.59MiB,3.83%,523.3MiB,34.16%,660.9MiB
2023-11-02 16:10:57.187753,3.81%,357.7MiB,0.25%,524.2MiB,0.71%,1.009GiB,0.10%,34.59MiB,1.47%,523.3MiB,19.33%,661.4MiB
2023-11-02 16:10:59.400707,29.90%,357.8MiB,0.95%,524.4MiB,1.89%,1.009GiB,0.13%,34.59MiB,1.31%,523.5MiB,6.48%,672.5MiB
2023-11-02 16:11:01.697744,4.08%,358MiB,0.84%,524.2MiB,1.66%,1.009GiB,0.15%,34.6MiB,1.78%,523.6MiB,16.26%,671.6MiB
2023-11-02 16:11:03.853502,9.12%,357.8MiB,0.62%,524.4MiB,1.16%,1.009GiB,0.10%,34.6MiB,3.32%,523.6MiB,9.00%,672.2MiB
2023-11-02 16:11:05.991129,3.35%,358.1MiB,1.14%,523.8MiB,2.93%,1.009GiB,0.11%,34.6MiB,1.40%,523.8MiB,13.10%,663.5MiB
2023-11-02 16:11:08.221625,4.92%,359.5MiB,0.96%,524.2MiB,11.09%,1.009GiB,0.10%,34.6MiB,2.99%,496.4MiB,7.60%,664.2MiB
2023-11-02 16:11:10.438724,8.05%,359.3MiB,0.25%,524MiB,1.08%,1.009GiB,0.11%,34.6MiB,2.01%,496.5MiB,3.28%,664.7MiB
2023-11-02 16:11:12.696108,4.74%,359.1MiB,0.00%,523.6MiB,0.88%,1.009GiB,0.10%,34.6MiB,5.60%,496.6MiB,11.10%,665.4MiB
2023-11-02 16:11:14.877444,3.24%,359.1MiB,0.30%,523.9MiB,1.43%,1.009GiB,0.11%,34.6MiB,4.44%,497.2MiB,8.07%,666.1MiB
2023-11-02 16:11:17.041455,5.65%,359.1MiB,0.34%,524MiB,3.84%,1.009GiB,0.11%,34.6MiB,1.38%,496.8MiB,14.95%,666.3MiB
2023-11-02 16:11:19.223100,4.59%,359.1MiB,1.18%,524.1MiB,1.78%,1.009GiB,0.18%,34.61MiB,1.68%,497MiB,6.88%,667.8MiB
2023-11-02 16:11:21.383920,3.97%,359.1MiB,1.39%,523.8MiB,1.17%,1.009GiB,0.12%,34.61MiB,1.34%,497MiB,8.08%,668.3MiB
2023-11-02 16:11:23.573611,5.00%,359.1MiB,1.22%,524MiB,2.27%,1.009GiB,0.11%,34.61MiB,1.23%,497.1MiB,6.71%,668.8MiB
2023-11-02 16:11:25.686390,3.30%,359.1MiB,0.33%,524.1MiB,0.47%,1.009GiB,0.17%,34.61MiB,2.17%,497.3MiB,9.31%,664.9MiB
2023-11-02 16:11:28.015716,3.29%,359.1MiB,0.00%,524.3MiB,1.86%,1.009GiB,0.18%,34.61MiB,3.85%,497.5MiB,14.06%,671.3MiB
2023-11-02 16:11:30.330732,12.51%,359.4MiB,0.41%,524.5MiB,4.49%,1.009GiB,0.11%,34.61MiB,1.40%,497.5MiB,11.49%,672.2MiB
2023-11-02 16:11:32.640304,11.27%,359.4MiB,0.86%,524.3MiB,3.06%,1.009GiB,0.10%,34.61MiB,1.46%,497.6MiB,8.53%,672.7MiB
2023-11-02 16:11:34.918812,5.15%,359.1MiB,1.36%,523.6MiB,1.99%,1.009GiB,0.12%,34.61MiB,4.41%,497.7MiB,17.03%,673.3MiB
2023-11-02 16:11:37.077592,3.94%,359.2MiB,0.00%,523.8MiB,0.38%,1.009GiB,0.19%,34.61MiB,2.42%,497.8MiB,7.18%,673.8MiB
2023-11-02 16:11:39.327294,6.23%,359.4MiB,0.71%,524MiB,6.92%,1.01GiB,0.09%,34.61MiB,1.08%,497.9MiB,6.39%,677.8MiB
2023-11-02 16:11:41.484976,4.14%,359.2MiB,1.74%,523.7MiB,13.49%,1.01GiB,0.13%,34.61MiB,2.26%,498MiB,7.54%,682.4MiB
2023-11-02 16:11:43.674471,48.42%,367MiB,0.62%,523.8MiB,1.00%,1.01GiB,0.19%,34.62MiB,3.35%,498.1MiB,5.77%,683.2MiB
2023-11-02 16:11:45.939822,4.92%,370.3MiB,0.64%,524MiB,0.41%,1.01GiB,0.21%,34.62MiB,3.56%,498.2MiB,8.24%,682.8MiB
2023-11-02 16:11:48.158654,4.76%,367.5MiB,2.56%,524.1MiB,8.79%,1.01GiB,0.11%,34.62MiB,2.65%,498.4MiB,22.54%,683.5MiB
