time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-02 10:32:51.120760,10.73%,372.2MiB,0.83%,519.5MiB,3.78%,1.004GiB,0.13%,35.98MiB,1.46%,554MiB,16.64%,635.1MiB
2023-11-02 10:32:53.272764,3.75%,364.4MiB,1.15%,519.9MiB,1.86%,1.004GiB,0.13%,35.98MiB,1.81%,554MiB,30.45%,635MiB
2023-11-02 10:32:55.476242,32.64%,365.3MiB,0.00%,520.1MiB,0.58%,1.004GiB,0.14%,35.98MiB,2.60%,554.2MiB,11.35%,631.5MiB
2023-11-02 10:32:57.639555,4.75%,365.1MiB,1.69%,519.4MiB,3.17%,1.004GiB,0.17%,35.99MiB,1.50%,554.2MiB,35.64%,632.1MiB
2023-11-02 10:32:59.771535,4.55%,365.1MiB,0.39%,519.6MiB,3.01%,1.004GiB,0.14%,35.99MiB,1.61%,554.2MiB,8.96%,632.7MiB
2023-11-02 10:33:01.949718,3.69%,365.1MiB,3.36%,519.3MiB,9.42%,1.004GiB,0.19%,35.99MiB,3.38%,554.2MiB,15.37%,627.6MiB
2023-11-02 10:33:04.022988,39.89%,365.2MiB,1.41%,519.7MiB,9.14%,1.004GiB,0.12%,35.99MiB,1.66%,554.2MiB,15.20%,622.6MiB
2023-11-02 10:33:06.166104,4.11%,365.2MiB,1.27%,520.1MiB,7.83%,1.004GiB,0.12%,35.99MiB,1.44%,554.2MiB,11.98%,623.5MiB
2023-11-02 10:33:08.449175,5.55%,365.2MiB,1.08%,520.1MiB,2.40%,1.004GiB,0.20%,35.99MiB,3.20%,554.3MiB,13.75%,623.6MiB
2023-11-02 10:33:10.813826,37.42%,365.3MiB,0.00%,520.2MiB,0.79%,1.004GiB,0.15%,35.99MiB,4.42%,554.3MiB,9.41%,624.8MiB
2023-11-02 10:33:13.077611,6.14%,365.3MiB,0.25%,520MiB,1.53%,1.004GiB,0.12%,36MiB,1.25%,554.3MiB,44.39%,640.1MiB
2023-11-02 10:33:15.309383,12.43%,365.3MiB,0.62%,520.3MiB,4.03%,1.004GiB,0.16%,36MiB,4.25%,554.4MiB,10.45%,642.3MiB
2023-11-02 10:33:17.483872,9.06%,365.3MiB,0.37%,520.4MiB,5.24%,1.004GiB,0.14%,36MiB,8.09%,554.4MiB,8.84%,642.7MiB
2023-11-02 10:33:19.727670,3.46%,365.3MiB,0.00%,519.8MiB,0.56%,1.004GiB,0.11%,36MiB,2.67%,554.4MiB,11.78%,643.1MiB
2023-11-02 10:33:21.917328,14.44%,365.6MiB,2.59%,520.3MiB,3.98%,1.004GiB,0.14%,36MiB,1.43%,554.4MiB,39.80%,643.7MiB
2023-11-02 10:33:24.166407,8.49%,365.3MiB,1.66%,520.6MiB,4.43%,1.004GiB,0.13%,36MiB,2.96%,554.4MiB,18.13%,644.2MiB
2023-11-02 10:33:26.249170,7.48%,365.4MiB,1.22%,519.9MiB,1.07%,1.004GiB,0.20%,36MiB,2.66%,554.4MiB,20.69%,643.7MiB
2023-11-02 10:33:28.541029,5.54%,365.4MiB,0.62%,520.1MiB,1.17%,1.004GiB,0.12%,36MiB,2.02%,554.9MiB,7.89%,644.1MiB
2023-11-02 10:33:30.721006,6.30%,365.4MiB,0.34%,520.3MiB,0.76%,1.004GiB,0.16%,36MiB,1.59%,554.5MiB,9.50%,631.6MiB
